Span:,-30,Load Case,Mx,My,Mxy,Mz,Fx,Fy,Fxy,Fz,Saftey Factor
Mxy,Max,dlc61_U50_Yp8_37,249746133.6,-117514638,276012360,42843602.7,15784.105078125,-3722121.7875,3722155.2,-16974551.7,1.35
Mxy,Min,dlc13_U22_Ym10_92,-30757.166015625,29509.3520507813,42623.9982421875,-2006536.05,1129051.2375,427073.175,1207123.93125,-17478922.5,1.35
Mz,Max,dlc13_U24_Yp10_735,67949798.4,-53821546.2,86682949.2,81695660.4,582878.53125,-203769.928125,617470.2984375,-18169632.45,1.35
Mz,Min,dlc13_U24_Ym10_735,5922491.85,-29116897.2,29713122,-90096348.6,763054.25625,194990.709375,787574.221875,-16835594.85,1.35
Fx,Max,dlc13_U18_Ym10_353,5673488.4,198475704,198556768.8,-16822020.6,4379555.5875,152283.64921875,4382202.2625,-17615086.2,1.35
Fx,Min,dlc14_U11,72538869.6,-151012274.4,167530874.4,53060589,-1377112.134375,-695470.640625,1542762.95625,-17385540.3,1.35
Fy,Max,dlc61_U50_Ym8_278,-273298881.6,-13822366.5,273648196.8,-40565877.3,1152787.6125,4112250.1875,4270774.95,-16688709.45,1.35
Fy,Min,dlc61_U50_Yp8_37,251614036.8,-107329838.4,273549463.2,44786665.8,-26109.1265625,-3773445.4125,3773535.8625,-16928831.25,1.35
Fxy,Max,dlc13_U18_Ym10_353,5673488.4,198475704,198556768.8,-16822020.6,4379555.5875,152283.64921875,4382202.2625,-17615086.2,1.35
Fxy,Min,dlc64_U10_Ym8_565,-31545.255859375,-70796720,70796728,198376.390625,25.7131309509277,-20.6144123077393,32.9563217163086,-12855283,1
Fz,Max,dlc64_U34_Yp8_669,40003780,-26180184,47809040,11018259,498697.71875,-560553.25,750279.5,-12087718,1
Fz,Min,dlc13_U26_Yp10_839,67059052.2,-36846727.2,76515343.2,50274826.2,1401025.528125,-216547.1296875,1417661.83125,-19171572.75,1.35
Span:,93,Load Case,Mx,My,Mxy,Mz,Fx,Fy,Fxy,Fz,Saftey Factor
Mx,Max,dlc61_U50_Yp8_37,206223472.8,-97756102.8,228220005.6,47070952.2,-42280.6209960938,-3703939.9875,3704181.3,-15881444.55,1.35
Mx,Min,dlc61_U50_Ym8_278,-223008120,-32843896.2,225413712,-48259621.8,769825.18125,3989263.5,4062862.8,-15332884.2,1.35
My,Max,dlc13_U18_Ym10_353,14555042.55,169904800.8,170527096.8,-8842971.825,4252298.5125,219627.42890625,4257966.4875,-16103649.15,1.35
My,Min,dlc13_U20_Ym10_184,39714775.2,-157163857.2,162104101.2,11642486.4,-713973.571875,-142406.258203125,728036.94375,-16832051.1,1.35
Mxy,Max,dlc61_U50_Yp8_37,201344508,-118308070.8,233530322.4,43026538.5,-92200.4859375,-3646586.25,3647751.6375,-15926257.8,1.35
Mxy,Min,dlc13_U26_Ym10_415,-65543.44921875,-53095.6634765625,84351.0111328125,-33236038.8,1321944.215625,461954.9390625,1400335.25625,-15788046.15,1.35
Mz,Max,dlc13_U24_Yp10_735,64567740.6,-60743331,88649564.4,81581245.2,485874.45,-320824.35703125,582239.0109375,-17153757.45,1.35
Mz,Min,dlc13_U24_Ym10_735,8269496.55,-38974907.7,39842539.2,-90040680,764352.1125,168001.266796875,782597.3625,-15820180.2,1.35
Fx,Max,dlc13_U16_Ym10_615,20043657.9,133694614.8,135188751.6,10982618.55,4311535.8375,-16736.5498535156,4311568.575,-16696528.65,1.35
Fx,Min,dlc14_U11,63865292.4,-134205120,148626338.4,52569928.8,-1378260.309375,-684118.996875,1538707.21875,-16378694.1,1.35
Fy,Max,dlc61_U50_Ym8_278,-220625100,-27920411.1,222384765.6,-40600901.7,1027520.521875,4049907.1875,4178222.6625,-15665121.9,1.35
Fy,Min,dlc61_U50_Yp8_37,204454778.4,-104225367.6,229487882.4,45319300.2,-97438.54921875,-3717879.75,3719156.5125,-15912239.4,1.35
Fxy,Max,dlc13_U16_Ym10_615,20043657.9,133694614.8,135188751.6,10982618.55,4311535.8375,-16736.5498535156,4311568.575,-16696528.65,1.35
Fxy,Min,dlc64_U14_Ym8_963,-103903.0703125,-69370760,69370840,194373.984375,103.001754760742,126.074012756348,162.800552368164,-12071016,1
Fz,Max,dlc64_U34_Yp8_669,32746242,-32423248,46082356,11022508,467765.53125,-564464.75,733092.8125,-11335288,1
Fz,Min,dlc13_U26_Yp10_839,63308493,-52934671.8,82522994.4,50294088,1087812.871875,-363623.765625,1146978.225,-18156247.2,1.35
Span:,93.0999985,Load Case,Mx,My,Mxy,Mz,Fx,Fy,Fxy,Fz,Saftey Factor
Mx,Max,dlc61_U50_Yp8_37,205852924.8,-97751977.2,227883477.6,47070941.4,-42855.5627929688,-3703733.4375,3703981.1625,-15874139.7,1.35
Mx,Min,dlc61_U50_Ym8_278,-222609081.6,-32921040.6,225030204,-48259692,769108.5,3989177.775,4062642.75,-15325569.9,1.35
My,Max,dlc13_U18_Ym10_353,14576976,169479507.6,170105238,-8843186.475,4252740.3,219644.8734375,4258408.6125,-16096340.25,1.35
My,Min,dlc13_U20_Ym10_184,39700481.4,-157092436.8,162031363.2,11642449.95,-714349.884375,-142910.567578125,728504.71875,-16824794.85,1.35
Mxy,Max,dlc61_U50_Yp8_37,200979662.4,-118298934,233211204,43026687,-93111.54609375,-3646266.975,3647455.65,-15918955.65,1.35
Mxy,Min,dlc13_U26_Ym10_415,-40349.6912109375,-95557.91484375,103727.5875,-27954949.5,1864348.14375,192643.0171875,1874274.525,-16450250.85,1.35
Mz,Max,dlc13_U24_Yp10_735,64535524.2,-60792060.6,88659511.2,81580408.2,485118.871875,-321729.65859375,582108.4828125,-17146510.65,1.35
Mz,Min,dlc13_U24_Ym10_735,8286356.7,-39051306.9,39920774.4,-90040275,764309.503125,167804.4515625,782513.49375,-15812938.8,1.35
Fx,Max,dlc13_U16_Ym10_615,20042004.15,133263424.8,134762097.6,10982754.9,4311429.1875,-16146.1344726563,4311459.225,-16689240,1.35
Fx,Min,dlc14_U11,63796739.4,-134067333.6,148472470.8,52569945,-1378288.9125,-683978.85,1538670.6,-16371432.45,1.35
Fy,Max,dlc61_U50_Ym8_278,-220219992,-28023275.7,221995836,-40601166.3,1026495.95625,4049436.7125,4177514.925,-15657811.65,1.35
Fy,Min,dlc61_U50_Yp8_37,204082826.4,-104215712.4,229152153.6,45319467.6,-98070.2859375,-3717512.2125,3718805.5125,-15904935.9,1.35
Fxy,Max,dlc13_U16_Ym10_615,20042004.15,133263424.8,134762097.6,10982754.9,4311429.1875,-16146.1344726563,4311459.225,-16689240,1.35
Fxy,Min,dlc64_U14_Ym8_963,-103890.7890625,-69370768,69370848,194378.546875,-9.55226707458496,139.613677978516,139.940078735352,-12065650,1
Fz,Max,dlc64_U34_Yp8_669,32689784,-32470020,46075200,11022539,467490.15625,-564497.5625,732942.375,-11329921,1
Fz,Min,dlc13_U26_Yp10_839,63271962,-53043519.6,82564860.6,50294228.4,1085445.984375,-364723.2984375,1145083.415625,-18149004.45,1.35
Span:,106,Load Case,Mx,My,Mxy,Mz,Fx,Fy,Fxy,Fz,Saftey Factor
Mx,Max,dlc61_U50_Yp8_37,158230638,-96688954.8,185433775.2,47067593.4,-127363.07109375,-3673452.9375,3675660.1875,-14992516.8,1.35
Mx,Min,dlc61_U50_Ym8_278,-171230954.4,-42289236,176375793.6,-48265848,681215.9484375,3969284.175,4027315.95,-14442867,1.35
My,Max,dlc13_U12_Yp10_360,33235455.6,115911950.4,120582648,-22793464.8,3730618.6875,-189500.596875,3735428.4,-15022747.35,1.35
My,Min,dlc13_U20_Ym10_184,37443016.8,-147564558,152240860.8,11638690.2,-761893.171875,-205898.79375,789224.68125,-15949332,1.35
Mxy,Max,dlc61_U50_Yp8_37,154189483.2,-116335245.6,193153528.8,43041896.1,-214625.9953125,-3601281.6,3607671.4875,-15037601.4,1.35
Mxy,Min,dlc13_U26_Y0_823,222603.3984375,40931.8338867188,226335.346875,3240123.525,1879300.575,579665.7421875,1966668.01875,-15113757.6,1.35
Mz,Max,dlc13_U24_Yp10_735,59617182.6,-66454711.2,89277303.6,81471366,389672.60625,-439575.5671875,587427.778125,-16272328.95,1.35
Mz,Min,dlc13_U24_Ym10_735,10317769.875,-48845624.4,49923453.6,-89987684.4,753299.240625,146902.190625,767489.428125,-14939561.7,1.35
Fx,Max,dlc13_U16_Ym10_615,20626546.05,102439933.2,104495907.6,-2717834.34375,4327783.7625,82512.938671875,4328570.475,-15316495.2,1.35
Fx,Min,dlc14_U11,55136208.6,-117047062.8,129383222.4,52027984.8,-1381494.234375,-671167.3921875,1535901.075,-15504849.9,1.35
Fy,Max,dlc61_U50_Ym8_278,-168367690.8,-40448786.4,173158257.6,-40631457.6,897911.071875,3982633.3125,4082598.7875,-14775921.45,1.35
Fy,Min,dlc61_U50_Yp8_37,157876992,-98307183.6,185982393.6,46748323.8,-148279.8234375,-3675522.4875,3678512.4,-15013182.6,1.35
Fxy,Max,dlc13_U16_Ym10_615,20626546.05,102439933.2,104495907.6,-2717834.34375,4327783.7625,82512.938671875,4328570.475,-15316495.2,1.35
Fxy,Min,dlc13_U24_Ym10_44,21046450.05,-79640166.6,82374202.8,-26653168.8,-77.9642045974732,-36.7770638465881,86.2030700683594,-15120904.5,1.35
Fz,Max,dlc64_U34_Yp8_669,25382080,-38277072,45928036,11026355,433077.34375,-567795.75,714106.4375,-10682632,1
Fz,Min,dlc13_U26_Yp10_839,57664548,-65145686.4,87000922.8,50310363.6,788996.53125,-500801.2734375,934514.55,-17275446.45,1.35
Span:,106.0999985,Load Case,Mx,My,Mxy,Mz,Fx,Fy,Fxy,Fz,Saftey Factor
Mx,Max,dlc61_U50_Yp8_37,157863092.4,-96676329.6,185113663.2,47067555.6,-128115,-3673201.8375,3675435.4125,-14986293.3,1.35
Mx,Min,dlc61_U50_Ym8_278,-170833860,-42357527.1,176006725.2,-48265875,680557.78125,3969071.8875,4026995.325,-14436636.75,1.35
My,Max,dlc13_U12_Yp10_360,33216415.2,115538832,120218763.6,-22793545.8,3731481.3375,-189704.29921875,3736300.5,-15016527.9,1.35
My,Min,dlc13_U20_Ym10_184,37422345.6,-147488342.4,152161902,11638667.25,-762256.575,-206356.33828125,789694.903125,-15943155.75,1.35
Mxy,Max,dlc61_U50_Yp8_37,153829141.2,-116313861.6,192853094.4,43041987.9,-215609.23828125,-3600919.125,3607368.4125,-15031380.6,1.35
Mxy,Min,dlc13_U26_Ym10_823,137600.33203125,233190.03515625,270760.87265625,-40050131.4,1067121.084375,553294.378125,1202032.490625,-14651911.8,1.35
Mz,Max,dlc13_U24_Yp10_735,59573010.6,-66493807.2,89276931,81470545.2,388963.85625,-440469.39375,587627.578125,-16266163.5,1.35
Mz,Min,dlc13_U24_Ym10_735,10332559.125,-48920922,50000182.2,-89987290.2,753157.659375,146781.460546875,767327.34375,-14933405.7,1.35
Fx,Max,dlc13_U16_Ym10_615,20634799.95,102007069.2,104073228,-2717771.0625,4328287.9875,82729.9353515625,4329078.4125,-15310279.8,1.35
Fx,Min,dlc14_U11,55068935.4,-116908952.4,129229603.2,52028001,-1381539.121875,-671024.925,1535879.1375,-15498669.6,1.35
Fy,Max,dlc61_U50_Ym8_278,-167969278.8,-40538688.3,172791964.8,-40631660.1,896940.84375,3982099.05,4081864.05,-14769697.95,1.35
Fy,Min,dlc61_U50_Yp8_37,157509241.2,-98292452.4,185662497.6,46748318.4,-149055.029296875,-3675256.875,3678278.175,-15006960.45,1.35
Fxy,Max,dlc13_U16_Ym10_615,20634799.95,102007069.2,104073228,-2717771.0625,4328287.9875,82729.9353515625,4329078.4125,-15310279.8,1.35
Fxy,Min,dlc64_U14_Ym8_855,-213678.34375,-69068392,69068720,-381112.0625,100.291076660156,98.3925552368164,140.496948242188,-11442234,1
Fz,Max,dlc64_U34_Yp8_669,25325282,-38320384,45932796,11026382,432813.59375,-567815.0625,713961.875,-10678068,1
Fz,Min,dlc13_U26_Yp10_839,57614241.6,-65224558.8,87026686.2,50310471.6,786840.075,-501775.8890625,933218.296875,-17269286.4,1.35
Span:,119,Load Case,Mx,My,Mxy,Mz,Fx,Fy,Fxy,Fz,Saftey Factor
Mx,Max,dlc61_U50_Yp8_37,110671455.6,-94410597.6,145470038.4,47057835.6,-223902.66796875,-3634802.4375,3641692.1625,-14242369.05,1.35
Mx,Min,dlc61_U50_Ym8_278,-119799993.6,-50540198.4,130024418.4,-48263655.6,579662.3671875,3934890.5625,3977357.5125,-13691999.7,1.35
My,Max,dlc13_U12_Ym10_914,39718247.4,67540991.4,78353843.4,22204525.95,3125065.05,-295257.84609375,3138982.2,-14733002.25,1.35
My,Min,dlc13_U22_Ym10_868,18353106.9,-146046628.8,147195295.2,-25139440.8,934522.14375,160001.38828125,948120.271875,-15695060.85,1.35
Mxy,Max,dlc61_U50_Yp8_37,107090812.8,-113805043.2,156269088,43214639.4,-336463.22109375,-3530282.7375,3546280.2375,-14259917.7,1.35
Mxy,Min,dlc13_U20_Yp10_771,5182226.775,-1069703.71875,5291477.8875,-34895888.1,1549632.6,545222.8125,1642750.5375,-13779429.75,1.35
Mz,Max,dlc13_U24_Yp10_735,53151746.4,-70970634,88667573.4,81360725.4,304083.365625,-551578.9921875,629846.0859375,-15529071.6,1.35
Mz,Min,dlc13_U24_Ym10_735,12153689.55,-58507374.6,59756383.8,-89933916.6,733865.0625,134038.56796875,746005.528125,-14197559.85,1.35
Fx,Max,dlc13_U16_Ym10_615,21867047.55,45800899.2,50753228.4,-2707268.56875,4379477.2875,108223.962890625,4380814.125,-14568034.95,1.35
Fx,Min,dlc14_U11,46508088.6,-99049532.4,109424919.6,52028832.6,-1386326.559375,-652347.3375,1532141.6625,-14759524.35,1.35
Fy,Max,dlc61_U50_Ym8_278,-119799993.6,-50540198.4,130024418.4,-48263655.6,579662.3671875,3934890.5625,3977357.5125,-13691999.7,1.35
Fy,Min,dlc61_U50_Yp8_37,110671455.6,-94410597.6,145470038.4,47057835.6,-223902.66796875,-3634802.4375,3641692.1625,-14242369.05,1.35
Fxy,Max,dlc13_U16_Ym10_615,21867047.55,45800899.2,50753228.4,-2707268.56875,4379477.2875,108223.962890625,4380814.125,-14568034.95,1.35
Fxy,Min,dlc64_U24_Yp8_239,566505.9375,-65250820,65253280,2806868.75,78.7480392456055,-31.7529983520508,84.9088134765625,-10742975,1
Fz,Max,dlc64_U34_Yp8_669,17991850,-43671904,47232848,11029736,395856.3125,-567704.625,692091.5625,-10132587,1
Fz,Min,dlc13_U26_Yp10_839,50360005.8,-73721826,89280667.8,50322265.2,535885.3265625,-617175.1125,817360.5375,-16532757.45,1.35
Span:,119.0999985,Load Case,Mx,My,Mxy,Mz,Fx,Fy,Fxy,Fz,Saftey Factor
Mx,Max,dlc61_U50_Yp8_37,110307754.8,-94388284.8,145179021.6,47057727.6,-224642.953125,-3634453.125,3641389.0875,-14237047.35,1.35
Mx,Min,dlc61_U50_Ym8_278,-119406322.8,-50598286.2,129684445.2,-48263601.6,578751.665625,3934567.575,3976905.2625,-13686675.3,1.35
My,Max,dlc13_U12_Ym10_914,39688690.5,67228363.8,78069484.8,22204512.45,3125642.85,-295788.1640625,3139607.25,-14727694.05,1.35
My,Min,dlc13_U22_Ym10_868,18369231.3,-146139930,147289881.6,-25139559.6,933113.25,160104.43125,946749.009375,-15689806.65,1.35
Mxy,Max,dlc61_U50_Yp8_37,106737555.6,-113771444.4,156002716.8,43214617.8,-337481.62734375,-3529913.175,3546009.225,-14254597.35,1.35
Mxy,Min,dlc13_U20_Yp10_771,5236826.85,-1224769.6125,5378142.4875,-34895661.3,1550350.96875,545729.8640625,1643596.48125,-13774159.35,1.35
Mz,Max,dlc13_U24_Yp10_735,53096342.4,-71001111.6,88658782.2,81359861.4,303481.16015625,-552397.05,630272.4328125,-15523797.15,1.35
Mz,Min,dlc13_U24_Ym10_735,12167228.7,-58580739,59830968.6,-89933490,733701.290625,133965.108984375,745831.209375,-14192296.2,1.35
Fx,Max,dlc13_U16_Ym10_615,21877888.05,45362829.6,50362965,-2707171.03125,4379751.3375,108397.691015625,4381092.5625,-14562733.5,1.35
Fx,Min,dlc14_U11,46442705.4,-98910936,109271678.4,52028832.6,-1386356.85,-652199.090625,1532106.05625,-14754235.05,1.35
Fy,Max,dlc61_U50_Ym8_278,-119406322.8,-50598286.2,129684445.2,-48263601.6,578751.665625,3934567.575,3976905.2625,-13686675.3,1.35
Fy,Min,dlc61_U50_Yp8_37,110307754.8,-94388284.8,145179021.6,47057727.6,-224642.953125,-3634453.125,3641389.0875,-14237047.35,1.35
Fxy,Max,dlc13_U16_Ym10_615,21877888.05,45362829.6,50362965,-2707171.03125,4379751.3375,108397.691015625,4381092.5625,-14562733.5,1.35
Fxy,Min,dlc64_U14_Yp8_150,60631.296875,-68156728,68156752,157601.734375,-78.5320739746094,123.311187744141,146.194854736328,-10871334,1
Fz,Max,dlc64_U34_Yp8_669,17935058,-43711492,47247868,11029761,395543.90625,-567682.9375,691895.125,-10128685,1
Fz,Min,dlc13_U26_Yp10_839,50298051.6,-73775264.4,89289885.6,50322340.8,534176.4375,-617974.903125,816846.01875,-16527487.05,1.35
Span:,132,Load Case,Mx,My,Mxy,Mz,Fx,Fy,Fxy,Fz,Saftey Factor
Mx,Max,dlc61_U50_Yp8_37,63700651.8,-90812880,110926789.2,47037688.2,-334594.27265625,-3582462.6,3598053.75,-13607908.2,1.35
Mx,Min,dlc61_U50_Ym8_278,-68915928.6,-58447969.2,90363546,-49252298.4,418945.5,3880596.2625,3903145.3125,-13098618,1.35
My,Max,dlc13_U24_Yp10_583,29094695.1,30866923.8,42417783,-14213191.5,717844.021875,-434768.934375,839240.15625,-13482148.95,1.35
My,Min,dlc13_U22_Ym10_868,20514155.85,-157075200,158409118.8,-25159653,770167.9125,169300.01953125,788556.346875,-15068632.5,1.35
Mxy,Max,dlc13_U22_Ym10_868,20514155.85,-157075200,158409118.8,-25159653,770167.9125,169300.01953125,788556.346875,-15068632.5,1.35
Mxy,Min,dlc13_U24_Y0_583,13162473,-5463349.7625,14251276.35,-41568317.1,773741.7,339543.71015625,844965.16875,-13567971.15,1.35
Mz,Max,dlc13_U24_Yp10_735,45309888,-74462938.2,87164872.2,81247757.4,235613.74921875,-648997.65,690443.15625,-14899689.45,1.35
Mz,Min,dlc13_U24_Ym10_735,13893739.65,-67878750.6,69286077,-89876574,706618.771875,133763.157421875,719168.034375,-13569903,1.35
Fx,Max,dlc13_U16_Ym10_615,23396685.3,-11300024.475,25982599.5,-2692924.3125,4396043.8125,125703.45703125,4397840.6625,-13937398.65,1.35
Fx,Min,dlc14_U11,38130498.9,-80999686.8,89525887.2,52027493.4,-1389551.2875,-632793.2625,1526853.0375,-14128245.45,1.35
Fy,Max,dlc61_U50_Ym8_278,-68901359.4,-57286710,89605607.4,-48250873.8,453615.946875,3887694.5625,3914069.175,-13057501.05,1.35
Fy,Min,dlc61_U50_Yp8_37,63700651.8,-90812880,110926789.2,47037688.2,-334594.27265625,-3582462.6,3598053.75,-13607908.2,1.35
Fxy,Max,dlc13_U16_Ym10_615,23396685.3,-11300024.475,25982599.5,-2692924.3125,4396043.8125,125703.45703125,4397840.6625,-13937398.65,1.35
Fxy,Min,dlc11_U04_Y0_566,-250122.7734375,-82924505,82924880,-2445870.78125,231.729068756104,169.477729797363,287.090702056885,-13101607.5,1.25
Fz,Max,dlc64_U34_Ym8_793,-12413939,-56286560,57639244,-5329640.5,107139.859375,721932.125,729839,-9667023,1
Fz,Min,dlc13_U26_Yp10_839,41728281.3,-79389957.6,89688432.6,50331326.4,348673.0640625,-701442.028125,783322.3125,-15903811.35,1.35
Span:,132.1000061,Load Case,Mx,My,Mxy,Mz,Fx,Fy,Fxy,Fz,Saftey Factor
Mx,Max,dlc61_U50_Yp8_37,63342178.2,-90779421.6,110693876.4,47037483,-335487.55078125,-3581927.6625,3597604.5375,-13602748.5,1.35
Mx,Min,dlc61_U50_Ym8_278,-68527652.4,-58489900.2,90094987.8,-49252174.2,417942.028125,3880132.2,3902576.2875,-13093459.65,1.35
My,Max,dlc13_U24_Yp10_583,29051163,30795090.3,42335654.4,-14212949.85,717931.6875,-434847.2765625,839355.75,-13477012.2,1.35
My,Min,dlc13_U22_Ym10_868,20531190.15,-157151988,158487472.8,-25159858.2,769027.8375,169361.27578125,787456.096875,-15063517.35,1.35
Mxy,Max,dlc13_U22_Ym10_868,20531190.15,-157151988,158487472.8,-25159858.2,769027.8375,169361.27578125,787456.096875,-15063517.35,1.35
Mxy,Min,dlc13_U24_Y0_583,13196592.9,-5540708.8125,14312565,-41568103.8,773718.91875,339938.24765625,845102.953125,-13562842.5,1.35
Mz,Max,dlc13_U24_Yp10_735,45244742.4,-74486433.6,87151107.6,81246758.4,235174.0078125,-649750.9921875,691001.5921875,-14894552.7,1.35
Mz,Min,dlc13_U24_Ym10_735,13907265.3,-67949425.8,69358032,-89876055.6,706385.6859375,133854.271875,718956,-13564779.75,1.35
Fx,Max,dlc13_U16_Ym10_615,23409294.3,-11739818.7,26188134.3,-2692791,4396011.4125,125826.022265625,4397811.6375,-13932271.35,1.35
Fx,Min,dlc14_U11,38067102.9,-80860750.2,89373180.6,52027477.2,-1389499.734375,-632619.2390625,1526734.06875,-14123097.9,1.35
Fy,Max,dlc61_U50_Ym8_278,-68512375.8,-57332113.2,89335974.6,-48250744.2,452616.8203125,3887205.525,3913467.75,-13052345.4,1.35
Fy,Min,dlc61_U50_Yp8_37,63342178.2,-90779421.6,110693876.4,47037483,-335487.55078125,-3581927.6625,3597604.5375,-13602748.5,1.35
Fxy,Max,dlc13_U16_Ym10_615,23409294.3,-11739818.7,26188134.3,-2692791,4396011.4125,125826.022265625,4397811.6375,-13932271.35,1.35
Fxy,Min,dlc64_U24_Yp8_577,221494.734375,-67875992,67876352,1204490.5,40.106143951416,187.973022460938,192.203948974609,-10434393,1
Fz,Max,dlc64_U34_Ym8_793,-12341724,-56297268,57634196,-5329602.5,106758.03125,721835.5,729687.4375,-9663223,1
Fz,Min,dlc13_U26_Yp10_839,41657935.5,-79424474.4,89686288.8,50331412.8,347434.9453125,-701968.1484375,783243.50625,-15898677.3,1.35
Span:,144.5820007,Load Case,Mx,My,Mxy,Mz,Fx,Fy,Fxy,Fz,Saftey Factor
Mx,Max,dlc13_U24_Yp10_735,38430190.8,-54657223.2,66815355.6,66685275,970191.421875,-1424106.9,1723180.66875,-13618710.9,1.35
Mx,Min,dlc61_U50_Ym8_278,-20543811.3,-64064287.8,67277644.2,-50088175.2,260184.50859375,3768680.5875,3777651.3375,-12495951,1.35
My,Max,dlc13_U24_Yp10_583,23033189.7,21856686.3,31752834.3,-15758305.65,626195.053125,-342813.62109375,713891.728125,-12911123.25,1.35
My,Min,dlc13_U24_Y0_851,24180079.5,-166468932,168215886,-3775718.475,1336773.965625,468872.465625,1416617.775,-14056827.75,1.35
Mxy,Max,dlc13_U24_Y0_851,24180079.5,-166468932,168215886,-3775718.475,1336773.965625,468872.465625,1416617.775,-14056827.75,1.35
Mxy,Min,dlc13_U24_Ym10_583,17782178.4,-9565132.05,20191523.4,-46193263.2,722975.203125,87723.82265625,728277.834375,-12147106.95,1.35
Mz,Max,dlc13_U24_Yp10_735,36516638.7,-77133983.4,85341178.8,81104743.8,198194.82890625,-742426.340625,768425.7375,-14212022.4,1.35
Mz,Min,dlc13_U24_Ym10_735,15727722.75,-76567782.6,78166404,-89800914.6,671079.515625,160348.243359375,689970.4875,-12884005.8,1.35
Fx,Max,dlc13_U16_Ym10_615,25072062.3,-66507793.2,71076684.6,-2674366.5375,4366683.675,137915.15625,4368860.8875,-13253340.15,1.35
Fx,Min,dlc14_U11,30263487.3,-64216233,70990160.4,51443083.8,-1373716.378125,-608847.46875,1502595.05625,-13446697.95,1.35
Fy,Max,dlc61_U50_Ym8_278,-20447648.1,-62213178.6,65487295.8,-48233043,327962.69296875,3804519.7125,3818629.2375,-12369616.65,1.35
Fy,Min,dlc61_U50_Yp8_37,19084071.15,-85947253.2,88040514.6,47008117.8,-436918.6828125,-3502514.5875,3529660.725,-12919358.25,1.35
Fxy,Max,dlc13_U16_Ym10_615,25072062.3,-66507793.2,71076684.6,-2674366.5375,4366683.675,137915.15625,4368860.8875,-13253340.15,1.35
Fxy,Min,dlc64_U20_Ym8_678,-130647.5625,-67437456,67437584,-851207.9375,189.841812133789,-33.3904762268066,192.755905151367,-9861464,1
Fz,Max,dlc64_U34_Ym8_793,-3414630.25,-57338868,57440452,-5324259.5,59462.26171875,707596.6875,710090.75,-9158322,1
Fz,Min,dlc13_U26_Yp10_839,32560355.7,-82908106.2,89072616.6,50345771.4,237735.084375,-742513.33125,779643.5625,-15216565.5,1.35
